id,name,label
902,mindfulness-based therapy,INTERVENTION
903,mental health therapist,INTERVENTION
904,stressful situations,STRESSOR
905,lack of interest,SYMPTOM
906,feelings of emptiness,SYMPTOM
907,end of a long-term relationship,STRESSOR
908,chronic stress,CONDITION
909,mental health expert,INTERVENTION
910,grounding techniques,COPING_STRATEGY
911,relationship conflicts,ISSUE
912,prioritize and break things down,COPING_STRATEGY
913,tension,SYMPTOM
914,catastrophic thinking,SYMPTOM
915,challenge thoughts,COPING_STRATEGY
916,delegation,COPING_STRATEGY
917,job stress,ISSUE
918,stress triggers,STRESSOR
919,socializing,COPING_STRATEGY
920,low motivation,SYMPTOM
921,low energy,SYMPTOM
922,exposure and response prevention,COPING_STRATEGY
923,anxiety triggers,STRESSOR
924,OCD,CONDITION
925,negative beliefs,SYMPTOM
926,obsessive thinking,SYMPTOM
927,mindfulness exercises,COPING_STRATEGY
928,worries,SYMPTOM
929,anxious thoughts,SYMPTOM
930,uncertain situations,STRESSOR
931,catastrophizing,SYMPTOM
932,external expectations,STRESSOR
933,crowded places,STRESSOR
934,exposure,COPING_STRATEGY
935,self-expression issues,ISSUE
937,acknowledging fears,COPING_STRATEGY
938,unmotivated,SYMPTOM
939,set achievable goals,COPING_STRATEGY
940,losing interest,SYMPTOM
941,practice,COPING_STRATEGY
942,sudden loud noises,STRESSOR
943,uncertainty about the future,ISSUE
944,physical symptoms,SYMPTOM
945,public speaking engagements,STRESSOR
946,feeling of emptiness,SYMPTOM
947,feelings of pointlessness,SYMPTOM
948,feelings of hopelessness,SYMPTOM
949,trigger,STRESSOR
950,loud noises,STRESSOR
951,hopeless,SYMPTOM
952,empty,SYMPTOM
953,thought patterns,SYMPTOM
954,self-confidence issues,ISSUE
955,gradual exposure therapy,INTERVENTION
956,family stress,ISSUE
957,sleep disruptions,SYMPTOM
958,car accident,STRESSOR
959,exposure and desensitization techniques,COPING_STRATEGY
960,anxiety attacks,SYMPTOM
961,deadlines,STRESSOR
962,lack of sleep,STRESSOR
963,losing your job,STRESSOR
964,heartbreak,SYMPTOM
965,phobia,CONDITION
966,creative outlets,COPING_STRATEGY
967,grounding exercises,COPING_STRATEGY
968,work-related demands,ISSUE
969,daily routine,COPING_STRATEGY
970,financial strain,STRESSOR
971,triggering situations,STRESSOR
972,lacking motivation,SYMPTOM
973,underlying factors,STRESSOR
974,loss of interest,SYMPTOM
975,financial situation,STRESSOR
976,behavioral activation,INTERVENTION
977,obsessive thoughts,SYMPTOM
978,compulsions,SYMPTOM
979,losing a beloved pet,STRESSOR
980,embarrassing incident,STRESSOR
981,childhood criticism,STRESSOR
982,persistent sadness,SYMPTOM
983,family dynamics,ISSUE
984,unworthiness,SYMPTOM
985,demanding job,STRESSOR
986,work-related pressures,STRESSOR
987,relaxation training,COPING_STRATEGY
988,perfectionistic mindset,ISSUE
989,feelings of worthlessness,SYMPTOM
990,losing job,STRESSOR
991,public transportation,STRESSOR
992,traumatic incident,STRESSOR
993,time management strategies,COPING_STRATEGY
994,work-related stress,STRESSOR
995,social events,STRESSOR
996,major relocation for job,STRESSOR
997,adapting to new environment,STRESSOR
998,additional responsibilities,STRESSOR
999,financial worries,STRESSOR
1000,constant pressure,STRESSOR
1001,home responsibilities,STRESSOR
1002,concentration issues,SYMPTOM
1003,generational trauma,STRESSOR
1004,finances,ISSUE
1005,household chores,ISSUE
1006,traumatic experiences,STRESSOR
1007,irrational beliefs,SYMPTOM
1008,negative self-perception,SYMPTOM
1009,financial problems,STRESSOR
1010,mindfulness based therapies,INTERVENTION
1011,depressive symptoms,SYMPTOM
1012,distraction techniques,COPING_STRATEGY
1013,emotional fluctuations,SYMPTOM
1014,ACT,INTERVENTION
1015,self-isolation,COPING_STRATEGY
1016,financial challenges,STRESSOR
1017,personal losses,STRESSOR
1018,sorrow,SYMPTOM
1019,loss of job,STRESSOR
1020,emotional abuse,STRESSOR
1021,loss of a job,STRESSOR
1022,end of a relationship,STRESSOR
1023,professional help,INTERVENTION
1024,moving houses,STRESSOR
1025,health issues,ISSUE
1026,fear of embarrassment,SYMPTOM
1027,generalized anxiety,CONDITION
1028,unemployment,ISSUE
1029,thought stopping,COPING_STRATEGY
1030,loss of a close relationship,STRESSOR
1031,family history,STRESSOR
1032,personal failures,STRESSOR
1033,career setbacks,STRESSOR
1034,family environment,STRESSOR
1035,social anxiety disorder,CONDITION
1036,past failures,STRESSOR
1037,crowded spaces,STRESSOR
1038,mental strain,SYMPTOM
1039,feeling overwhelmed,SYMPTOM
1040,professional guidance,INTERVENTION
1041,building resilience,COPING_STRATEGY
1042,unexpected loss,STRESSOR
1043,mindfulness-based therapies,INTERVENTION
1044,childhood experiences,STRESSOR
1045,establishing clear boundaries,COPING_STRATEGY
1046,company-wide restructuring,STRESSOR
1047,seasonal affective disorder,CONDITION
1048,travel anxiety,CONDITION
1049,systematic desensitization,INTERVENTION
1050,stressful events,STRESSOR
1051,stress headaches,SYMPTOM
1052,migraines,SYMPTOM
1053,health concerns,STRESSOR
1054,loss of interest in life,SYMPTOM
1055,act,INTERVENTION
1056,dbt,INTERVENTION
1057,deep sadness,SYMPTOM
1058,anxious thinking,SYMPTOM
1059,depressive episodes,SYMPTOM
1060,lack of energy,SYMPTOM
1061,setback at work,STRESSOR
1062,difficult breakup,STRESSOR
1063,deep breathing techniques,COPING_STRATEGY
1065,personal relationships,ISSUE
1066,major life changes,STRESSOR
1075,work,STRESSOR
1076,wedding planning,STRESSOR
1079,relationship ending,STRESSOR
1084,social event,STRESSOR
1085,driving on highways,STRESSOR
1086,thoughts of death or suicide,SYMPTOM
1087,hypervigilance,SYMPTOM
1088,fear of being judged,STRESSOR
1089,mental health professionals,INTERVENTION
1090,job interviews,STRESSOR
1091,pros and cons list,COPING_STRATEGY
1092,dysfunctional family,STRESSOR
1093,financial obligations,STRESSOR
1094,job interview,STRESSOR
1095,social interaction,COPING_STRATEGY
1096,mindfulness-based cognitive therapy,INTERVENTION
1097,loved one's health concern,STRESSOR
1098,worry journal,COPING_STRATEGY
1099,traumatic breakup,STRESSOR
1100,sleeplessness,SYMPTOM
1101,major deadline,STRESSOR
1102,family emergency,STRESSOR
1103,structured daily routine,COPING_STRATEGY
1104,criticism from family members,STRESSOR
1105,exposure techniques,INTERVENTION
1106,health-related concerns,STRESSOR
1107,performance pressure,STRESSOR
1108,budget,COPING_STRATEGY
1109,major life change,STRESSOR
1110,new hobbies,COPING_STRATEGY
1111,significant life events,STRESSOR
1112,excessive workload,STRESSOR
1113,job dissatisfaction,STRESSOR
1114,decision making,STRESSOR
1115,biofeedback therapy,INTERVENTION
1116,trauma-focused cognitive behavioral therapy,INTERVENTION
1117,irrational fears,SYMPTOM
1118,anticipatory anxiety,SYMPTOM
1119,major depressive disorder,CONDITION
1120,high expectations,STRESSOR
1121,work-related challenges,STRESSOR
1122,childhood bullying,STRESSOR
1123,relationship struggles,STRESSOR
1124,unstable family environment,STRESSOR
1125,worry times,COPING_STRATEGY
1126,flying,STRESSOR
1127,relationship loss,STRESSOR
1128,positive affirmations,COPING_STRATEGY
1129,time in nature,COPING_STRATEGY
1130,anxious thought patterns,SYMPTOM
1131,childhood emotional neglect,STRESSOR
1132,travel,STRESSOR
1133,job security,ISSUE
1134,parental divorce,STRESSOR
1135,traumatic events,STRESSOR
1136,fear of flying,SYMPTOM
1137,muscle tension,SYMPTOM
1138,social settings,STRESSOR
1139,work and family responsibilities,STRESSOR
1140,narrative therapy,INTERVENTION
1141,presentations,STRESSOR
1142,test anxiety,SYMPTOM
1143,apathy,SYMPTOM
1144,mindful eating,COPING_STRATEGY
1145,life events,STRESSOR
1146,losing a job,STRESSOR
1147,family illness,STRESSOR
1148,sleep disturbance,SYMPTOM
1149,performance-related situations,STRESSOR
1150,self-harm thoughts,SYMPTOM
1151,flashbacks,SYMPTOM
1152,thunderstorm,STRESSOR
1153,fear of judgment and failure,ISSUE
1154,fear of public speaking,STRESSOR
1155,guided imagery,COPING_STRATEGY
1156,sleep problems,SYMPTOM
1157,uncertainties of life,STRESSOR
1158,traffic jam,STRESSOR
1159,self-help,COPING_STRATEGY
1160,childhood neglect,STRESSOR
1161,unfamiliar surroundings,STRESSOR
1162,milestones,STRESSOR
1163,career choice,ISSUE
1164,breakups,STRESSOR
1165,breathing techniques,COPING_STRATEGY
1166,childhood issues,ISSUE
1167,disappointments,STRESSOR
1168,uncertainty about future,STRESSOR
1169,individual therapy,INTERVENTION
1170,political discussions,STRESSOR
1171,trauma therapy,INTERVENTION
1172,strained relationships,ISSUE
1173,destructive thought patterns,SYMPTOM
1174,aggressive behavior,SYMPTOM
1175,tantrums,SYMPTOM
1176,LGBTQ+ issues,ISSUE
1177,bulimia nervosa,CONDITION
1178,overwhelming emotions,SYMPTOM
1179,self-image,ISSUE
1180,fears of rejection,SYMPTOM
1181,fears of judgment,SYMPTOM
1182,couples counseling,INTERVENTION
1183,hostility,SYMPTOM
1184,post-deployment stress,SYMPTOM
1185,prejudice,STRESSOR
1186,destructive habits,ISSUE
1187,confusion about sexuality,ISSUE
1188,decreased libido,SYMPTOM
1189,training,INTERVENTION
1190,impulsive behaviors,CONDITION
1191,anger outburst,SYMPTOM
1192,betrayal of trust,STRESSOR
1193,open expression,COPING_STRATEGY
1194,relationship therapy,INTERVENTION
1195,i statements,COPING_STRATEGY
1196,emotional openness,COPING_STRATEGY
1197,psychoeducation,INTERVENTION
1198,emotional healing,COPING_STRATEGY
1199,interpersonal and social rhythm therapy,INTERVENTION
1200,adhd,CONDITION
1201,social relationship issues,ISSUE
1202,fear of being hurt,SYMPTOM
1203,behavioral change,ISSUE
1204,sexual dysfunction,SYMPTOM
1205,public speaking anxiety,PROBLEM
1206,fear of crowded places,PROBLEM
1207,suppressed emotions,PROBLEM
1208,intimacy in relationship,ISSUE
1209,workplace relationships,ISSUE
1210,professional support,INTERVENTION
1211,self-destructive habits,SYMPTOM
1212,binge-eating,SYMPTOM
1213,communication dynamics,ISSUE
1214,relationship dynamics,ISSUE
1215,spirituality,ISSUE
1216,parenting challenges,ISSUE
1217,parent-child relationship,ISSUE
1218,marriage counseling,INTERVENTION
1219,establishing boundaries,COPING_STRATEGY
1220,ethical violation,STRESSOR
1221,dissatisfaction,SYMPTOM
1222,lack of self-confidence,SYMPTOM
1223,challenging negative beliefs,COPING_STRATEGY
1224,cultivating healthy boundaries,COPING_STRATEGY
1225,reading educational materials,COPING_STRATEGY
1226,attending workshops,COPING_STRATEGY
1227,emotional expression issues,ISSUE
1228,boundary issues,ISSUE
1229,intimacy issues,ISSUE
1230,problem-solving strategies,COPING_STRATEGY
1231,individual counseling,INTERVENTION
1232,miscarriage,STRESSOR
1233,communication techniques,COPING_STRATEGY
1234,childhood traumas,STRESSOR
1235,intrusive memories,SYMPTOM
1236,confidentiality,ISSUE
1237,breach of confidentiality,STRESSOR
1238,confidentiality agreements,COPING_STRATEGY
1239,professional boundaries,COPING_STRATEGY
1240,upbringing,STRESSOR
1241,disordered eating,CONDITION
1242,emotional strain,SYMPTOM
1243,childhood abuse,STRESSOR
1244,internal conflicts,SYMPTOM
1245,ptsd,CONDITION
1246,differing parenting styles,ISSUE
1247,breach of trust,STRESSOR
1248,legal and regulatory issue,STRESSOR
1249,lack of genuine connection,STRESSOR
1250,self-sabotaging habits,ISSUE
1251,seeking compromise,COPING_STRATEGY
1252,mindfulness-based approaches,INTERVENTION
1253,career counseling,INTERVENTION
1254,social rejection,STRESSOR
1255,infidelity,STRESSOR
1256,obsessing,SYMPTOM
1257,cravings,SYMPTOM
1258,excessive alcohol consumption,STRESSOR
1259,family conflicts,ISSUE
1260,mediation,INTERVENTION
1261,legal and regulatory issues,ISSUE
1262,nonviolent communication,COPING_STRATEGY
1263,healthy lifestyle,COPING_STRATEGY
1264,identity exploration,ISSUE
1265,coming out challenges,ISSUE
1266,consultation,INTERVENTION
1267,self-validation,COPING_STRATEGY
1268,conflict resolution strategies,COPING_STRATEGY
1269,societal expectations,STRESSOR
1270,clear communication,COPING_STRATEGY
1271,multiple tasks,STRESSOR
1272,sleep-friendly environment,COPING_STRATEGY
1273,lacking support,ISSUE
1274,toxic workplace environment,STRESSOR
1275,communication patterns,ISSUE
1276,parenthood challenges,ISSUE
1277,parenting guidance,INTERVENTION
1278,meaning and purpose,ISSUE
1279,lack of intimacy,SYMPTOM
1280,emotional distance,SYMPTOM
1281,trauma_event,STRESSOR
1282,workplace dynamics,ISSUE
1283,emotionally abusive relationship,ISSUE
1284,disordered eating patterns,CONDITION
1285,body image,ISSUE
1286,toxic relationship patterns,ISSUE
1287,parents' volatile marriage,STRESSOR
1288,failing to reach a personal goal,STRESSOR
1289,gender identity issues,ISSUE
1290,dysphoria,SYMPTOM
1291,behavioral problems,CONDITION
1292,peer interaction,COPING_STRATEGY
1293,affirmative therapy,INTERVENTION
1294,internalized homophobia,SYMPTOM
1295,boundary setting,COPING_STRATEGY
1296,CBT,INTERVENTION
1297,codependency,CONDITION
1298,parental stress,ISSUE
1299,emotional intimacy,ISSUE
1300,physical intimacy,ISSUE
1301,structured schedule,COPING_STRATEGY
1302,legal issue,STRESSOR
1303,creative activities,COPING_STRATEGY
1304,cognitive processing therapy,INTERVENTION
1305,emdr therapy,INTERVENTION
1306,emotional expression,COPING_STRATEGY
1307,impulsive behavior,CONDITION
1308,problem solving,COPING_STRATEGY
1309,relationship building,COPING_STRATEGY
1310,identifying triggers,COPING_STRATEGY
1311,therapy adherence,ISSUE
1312,goal setting,COPING_STRATEGY
1313,distraction,COPING_STRATEGY
1314,couples' workshops,INTERVENTION
1315,common ground,COPING_STRATEGY
1316,self-love,COPING_STRATEGY
1317,mental health privacy,ISSUE
1318,assertiveness techniques,COPING_STRATEGY
1319,career issues,ISSUE
1320,networking,COPING_STRATEGY
1321,negative thinking,SYMPTOM
1322,legal issues,STRESSOR
1323,social media exposure,STRESSOR
1324,imagery rehearsal therapy,INTERVENTION
1325,negative self-image,SYMPTOM
1326,coworker hostility,STRESSOR
1327,defensiveness,SYMPTOM
1328,toxic relationships,CONDITION
1329,rejection fears,SYMPTOM
1330,abandonment fears,SYMPTOM
1331,emotion regulation,COPING_STRATEGY
1332,societal pressures,ISSUE
1333,societal pressure,STRESSOR
1334,fear of commitment,SYMPTOM
1335,infertility struggles,STRESSOR
1336,trust building,COPING_STRATEGY
1337,temper tantrums,ISSUE
1338,tiredness,SYMPTOM
1339,trouble concentrating,SYMPTOM
1340,relapses,SYMPTOM
1341,self-harm urges,SYMPTOM
1342,support networks,COPING_STRATEGY
1343,withdrawal,SYMPTOM
1344,emotional affair,STRESSOR
1345,sexual desire issues,SYMPTOM
1346,work pressures,STRESSOR
1347,managing stress,COPING_STRATEGY
1348,sexual discomfort,SYMPTOM
1349,misconduct,STRESSOR
1350,effective communication strategies,COPING_STRATEGY
1351,social insecurities,CONDITION
1352,disagreement about politics,STRESSOR
1353,managing conflicts constructively,COPING_STRATEGY
1354,expressing needs,COPING_STRATEGY
1355,childhood experiences of criticism,STRESSOR
1356,marriage problems,ISSUE
1357,avoidant behaviors,SYMPTOM
1358,long-distance relationship,ISSUE
1359,recurring nightmares,SYMPTOM
1360,marriage,ISSUE
1361,romantic relationships,ISSUE
1362,childhood moves,STRESSOR
1363,unhealthy behaviors,SYMPTOM
1364,emotional trauma,CONDITION
1365,friendships,ISSUE
1366,fears of abandonment,SYMPTOM
1367,meaningful relationships,ISSUE
1368,risky behaviors,ISSUE
1369,parenting techniques,INTERVENTION
1370,personal therapy,INTERVENTION
1371,breathwork,COPING_STRATEGY
1372,sexuality and identity concerns,ISSUE
1373,compulsive eating,CONDITION
1374,legal situation,ISSUE
1375,false accusations,STRESSOR
1376,conflicting beliefs,STRESSOR
1377,judgment,STRESSOR
1378,conflicting thoughts,SYMPTOM
1379,connecting with nature,COPING_STRATEGY
1380,arguments,STRESSOR
1381,post-traumatic stress disorder,CONDITION
1382,relationship difficulties,ISSUE
1383,difficulty trusting,SYMPTOM
1384,lack of trust,ISSUE
1385,psychiatrist,INTERVENTION
1386,peer support,COPING_STRATEGY
1387,alternative treatments,INTERVENTION
